pasut[m]
1.07143
0.9642
0.810232
0.636852
0.458821
0.280836
0.0987421
-0.0963386
-0.312207
-0.549802
-0.799166
-1.03844
-1.23641
-1.35817
-1.37264
-1.26018
-1.0183
-0.664147
-0.23284
0.227967
0.6662
1.03434
1.29726
1.43724
1.45508
1.36731
1.20039
0.983412
0.741335
0.490316
0.236341
-0.0227204
-0.292344
-0.575363
-0.866577
-1.14962
-1.39721
-1.57497
-1.64805
-1.58908
-1.38544
-1.04403
-0.592239
-0.0747085
0.453564
0.936268
1.32502
1.58675
1.70779
1.6937
1.56538
1.35244
1.08568
0.790608
0.483543
0.171128
-0.146831
-0.472228
-0.802855
-1.12775
-1.42519
-1.66423
-1.80952
-1.82854
-1.69938
-1.41727
-0.998055
-0.477629
0.0927119
0.654137
1.14968
1.53314
1.77561
1.8683
1.82124
1.65851
1.41119
1.11013
0.780079
0.436743
0.0871373
-0.26703
-0.624208
-0.977727
-1.31211
-1.60225
-1.8159
-1.91924
-1.88404
-1.69493
-1.35478
-0.886774
-0.332522
0.25356
0.812538
1.2901
1.64467
1.85274
1.91052
1.83169
1.64211
1.3729
1.05372
0.707819
0.349942
-0.0126466
-0.376588
-0.737586
-1.08589
-1.40358
-1.66471
-1.83844
-1.89467
-1.81087
-1.57829
-1.20612
-0.722382
-0.171039
0.394045
0.917216
1.34944
1.65532
1.8172
1.83585
1.72758
1.51886
1.23987
0.918485
0.576188
0.226677
-0.12277
-0.467842
-0.802883
-1.11715
-1.39292
-1.60616
-1.72987
-1.73931
-1.61803
-1.36297
-0.987537
-0.521517
-0.0078247
0.503472
0.9626
1.32748
1.56953
1.67683
1.65397
1.51902
1.29839
1.0209
0.712574
0.393192
0.0752961
-0.23441
-0.531933
-0.812247
-1.06617
-1.27891
-1.43085
-1.50055
-1.46929
-1.32609
-1.07182
-0.721425
-0.303457
0.143172
0.574586
0.948467
1.23036
1.39849
1.44608
1.38093
1.2224
0.996644
0.731274
0.450701
0.173067
-0.0906411
-0.335365
-0.559222
-0.760171
-0.933174
-1.06874
-1.15339
-1.17197
-1.11136
-0.964543
-0.734034
-0.433669
-0.08817
0.269616
0.603321
0.878608
1.06853
1.15756
1.14354
1.0371
0.858845
0.634957
0.392248
0.153754
-0.0642269
-0.253119
-0.411063
-0.540384
-0.644358
-0.724234
-0.777378
-0.797075
-0.774061
-0.699414
-0.568005
-0.3816
-0.150684
0.105575
0.361401
0.588187
0.759236
0.854443
0.863908
0.789666
0.645168
0.4526
0.238657
0.0296947
-0.152694
-0.294737
-0.391611
-0.446505
-0.468013
-0.466597
-0.451086
-0.426125
-0.391207
-0.341503
-0.270232
-0.171896
-0.0454669
0.103401
0.261816
0.411036
0.529612
0.597596
0.600883
0.53465
0.405029
0.228561
0.0294774
-0.16465
-0.327941
-0.440834
-0.493289
-0.485909
-0.428775
-0.338371
-0.233374
-0.130357
-0.0404481
0.0322896
0.0904315
0.140922
0.191639
0.247777
0.30906
0.368622
0.41391
0.429493
0.4011
0.319886
0.185824
0.00927655
-0.189758
-0.384704
-0.54716
-0.652309
-0.683787
-0.636885
-0.519354
-0.349633
-0.152927
0.0439345
0.217669
0.352536
0.442293
0.489734
0.504084
0.497011
0.478387
0.452969
0.418913
0.368535
0.291144
0.177197
0.0226404
-0.167784
-0.379253
-0.588122
-0.765601
-0.883105
-0.918086
-0.858989
-0.70814
-0.481854
-0.20767
0.0806793
0.349417
0.570624
0.726553
0.811463
0.830674
0.797238
0.727208
0.634805
0.52877
0.410861
0.276845
0.11967
-0.0661052
-0.27992
-0.512161
-0.743463
-0.946751
-1.09175
-1.15096
-1.10578
-0.951225
-0.698114
-0.372081
-0.00954339
0.34851
0.663544
0.905763
1.05828
1.11836
1.09556
1.00752
0.87442
0.713831
0.537037
0.347918
0.144496
-0.0773737
-0.319309
-0.576121
-0.833317
-1.06726
-1.24824
-1.34581
-1.33532
-1.20393
-0.954771
-0.607995
-0.198389
0.23
0.631139
0.964566
1.2016
1.32885
1.34846
1.27514
1.13096
0.939344
0.719763
0.484562
0.238502
-0.0189317
-0.289315
-0.570474
-0.852615
-1.11666
-1.33549
-1.47809
-1.51563
-1.42819
-1.21033
-0.874222
-0.449259
0.0217827
0.489396
0.905335
1.23025
1.43928
1.52455
1.49409
1.36772
1.1711
0.929488
0.6628
0.383156
0.0953672
-0.199993
-0.501988
-0.804678
-1.09394
-1.34685
-1.53415
-1.62528
-1.59493
-1.42955
-1.13211
-0.723827
-0.242249
0.263967
0.742655
1.1464
1.43972
1.60366
1.63692
1.55347
1.37744
1.13673
0.856925
0.557057
0.248153
-0.0653456
-0.381863
-0.697976
-1.00422
-1.28286
-1.50843
-1.6512
-1.68296
-1.58359
-1.34696
-0.984488
-0.525398
-0.0133561
0.499885
0.962541
1.33083
1.57526
1.68393
1.66223
1.52929
1.31222
1.03959
0.735957
0.418548
0.0967966
-0.225361
-0.545395
-0.857637
-1.1498
-1.40174
-1.58712
-1.67762
-1.64905
-1.4875
-1.19435
-0.788495
-0.305137
0.208719
0.701281
1.12401
1.43893
1.62381
1.67396
1.60076
1.42717
1.18168
0.892172
0.581146
0.263432
-0.0533222
-0.365782
-0.67073
-0.960944
-1.22252
-1.43459
-1.57177
-1.60886
-1.52672
-1.31784
-0.990158
-0.568036
-0.0899023
0.396995
0.843754
1.20737
1.45705
1.57809
1.57242
1.45611
1.25442
0.995815
0.706384
0.40595
0.106681
-0.185713
-0.468807
-0.739405
-0.989958
