,longitude,latitude,season,uo,vo,speed(m/s),direction
0,104.5,-1.6666641235351562,SON,-0.0019864473,0.00179674,0.0026784785799549,317.8706828618325
1,104.5,-1.5833282470703125,SON,-0.0027573663,0.002291726,0.0035853977424341,320.2690603356249
2,104.5,-1.5,SON,-0.0028848595,0.005825405,0.0065005967225144,296.3455527102679
3,104.5,-1.4166641235351562,SON,-0.0018343155,0.009171239,0.0093528786022625,281.31033915076074
4,104.58334350585938,-1.8333282470703125,SON,-0.00035089813,0.0010700956,0.0011261589988881,288.1549835933527
5,104.58334350585938,-1.75,SON,-0.0025809554,0.0021385944,0.0033518527390833,320.35466019330084
6,104.58334350585938,-1.6666641235351562,SON,-0.0031127823,0.0057671145,0.00655355043494,298.3578184847688
7,104.58334350585938,-1.5833282470703125,SON,-0.004852911,0.00993906,0.0110605451428725,296.0247115186602
8,104.58334350585938,-1.5,SON,-0.0037018284,0.012978154,0.0134957776638014,285.9200231302041
9,104.58334350585938,-1.4166641235351562,SON,-0.0004953146,0.0141099775,0.0141186685492464,272.0104771662152
10,104.66668701171876,-2.0,SON,-0.0014628627,-0.00082176353,0.0016778744226816,29.3251119439866
11,104.66668701171876,-1.916664123535156,SON,-0.0017921655,-0.00049405295,0.0018590173470933,15.41213298382715
12,104.66668701171876,-1.8333282470703125,SON,-0.0021438848,0.003989964,0.0045294651733915,298.2499978690512
13,104.66668701171876,-1.75,SON,-0.0039016674,0.009255498,0.0100442646185883,292.8579198760517
14,104.66668701171876,-1.6666641235351562,SON,-0.0030648198,0.010847523,0.0112721726229685,285.7769159090799
15,104.66668701171876,-1.5833282470703125,SON,-0.004278002,0.013144516,0.0138231545598774,288.0279485391394
16,104.66668701171876,-1.5,SON,-0.0014119974,0.0153086465,0.0153736265831965,275.26978244820623
17,104.66668701171876,-1.4166641235351562,SON,0.0018426403,0.015536143,0.0156450331604516,263.23611960138123
18,104.75,-2.0,SON,-0.0023741506,0.001283147,0.0026987140076505,331.6102984953693
19,104.75,-1.916664123535156,SON,-0.0031375736,0.003390987,0.0046198658995241,312.7771160256432
20,104.75,-1.8333282470703125,SON,-0.004837531,0.00819088,0.0095127399496864,300.5660846865158
21,104.75,-1.75,SON,-0.0038020944,0.011206092,0.0118335294709133,288.7414664043629
22,104.75,-1.6666641235351562,SON,-0.0009821206,0.012594312,0.0126325474717607,274.458974508961
23,104.75,-1.5833282470703125,SON,-0.00078496285,0.012565434,0.0125899284463509,273.57462304063745
24,104.75,-1.5,SON,0.0015904297,0.012574582,0.0126747615009264,262.791521131878
25,104.75,-1.4166641235351562,SON,0.003940315,0.013386658,0.0139545223747783,253.59839573876053
26,104.83334350585938,-2.0,SON,-0.0026647013,0.0059169526,0.0064892958854461,294.2444333182722
27,104.83334350585938,-1.916664123535156,SON,-0.0031965822,0.006992281,0.0076883113454332,294.5679228704362
28,104.83334350585938,-1.8333282470703125,SON,-0.0029166366,0.009776727,0.0102025075294747,286.61112792506844
29,104.83334350585938,-1.75,SON,-0.00035115491,0.010546911,0.0105527551574334,271.906934155399
30,104.83334350585938,-1.6666641235351562,SON,0.0026268482,0.01166401,0.0119561474039902,257.3081810101303
31,104.83334350585938,-1.5833282470703125,SON,0.001771093,0.013495689,0.0136114066870169,262.5235719473053
32,104.83334350585938,-1.5,SON,0.0031377173,0.013985274,0.0143329396395085,257.35459688579215
33,104.83334350585938,-1.4166641235351562,SON,0.0039364807,0.014147705,0.0146851434132764,254.45121820960208
34,104.91668701171876,-2.3333282470703125,SON,0.010130353,-0.00495023,0.0112751420814776,153.95740199828964
35,104.91668701171876,-2.25,SON,0.0066850013,-0.008740469,0.0110038648083735,127.40996113515617
36,104.91668701171876,-2.166664123535156,SON,-0.0030135582,-0.006624059,0.0072773409058713,65.53725001544801
37,104.91668701171876,-2.0833282470703125,SON,-0.0029066417,0.00400949,0.0049522294002074,305.93987738660206
38,104.91668701171876,-2.0,SON,0.0015309767,0.014079841,0.0141628320699365,263.79430309969524
39,104.91668701171876,-1.916664123535156,SON,0.0039842264,0.020168385,0.0205581568608346,258.82521058819486
40,104.91668701171876,-1.8333282470703125,SON,0.004435788,0.020255791,0.0207357971685832,257.6478650387325
41,104.91668701171876,-1.75,SON,0.007892228,0.016914276,0.0186649402733617,244.9861686293534
42,104.91668701171876,-1.6666641235351562,SON,0.009764497,0.015896764,0.0186561653973882,238.43991011941
43,104.91668701171876,-1.5833282470703125,SON,0.005184062,0.017047329,0.0178181347187096,253.0855780656305
44,104.91668701171876,-1.5,SON,0.009671795,0.017331436,0.0198474757171817,240.83633065768748
45,104.91668701171876,-1.4166641235351562,SON,0.007125713,0.016023526,0.0175365096650115,246.0251329313811
46,105.0,-2.3333282470703125,SON,0.016642293,0.0001878483,0.016643353126148,180.6466932007965
47,105.0,-2.25,SON,0.014937264,0.000895634,0.0149640908867746,183.4313301231582
48,105.0,-2.166664123535156,SON,0.002065013,0.0034846535,0.0040505664672032,239.34892866533625
49,105.0,-2.0833282470703125,SON,0.0013966443,0.008733355,0.0088443261392119,260.9141529254517
50,105.0,-2.0,SON,0.00021806572,0.018806677,0.0188079412068564,269.33567819980715
51,105.0,-1.916664123535156,SON,0.004883019,0.029496761,0.0298982070373037,260.6002611298455
52,105.0,-1.8333282470703125,SON,0.0062905825,0.038485553,0.0389962718462305,260.71691874360613
53,105.0,-1.75,SON,0.017945113,0.042350505,0.0459955688554646,247.03624556370423
54,105.0,-1.6666641235351562,SON,0.026093265,0.035314716,0.0439088561058117,233.5401220537837
55,105.0,-1.5833282470703125,SON,0.020807821,0.023174945,0.0311455211952066,228.08064967430008
56,105.0,-1.5,SON,0.02454171,0.014038475,0.0282732083437611,209.77064161261603
57,105.0,-1.4166641235351562,SON,0.021847269,0.0125864,0.0252135009016669,209.94661538065716
58,105.08334350585938,-2.3333282470703125,SON,0.026528914,0.0042010695,0.0268594911151203,188.9985300207512
59,105.08334350585938,-2.25,SON,0.036026675,-0.007155561,0.0367304147101601,168.76620225427396
60,105.08334350585938,-2.166664123535156,SON,0.024460832,-0.026512248,0.0360725878770255,132.6953701202379
61,105.08334350585938,-2.0833282470703125,SON,0.012852418,-0.034440547,0.036760521298071,110.46441466600272
62,105.08334350585938,-2.0,SON,-0.0010794337,-0.027229438,0.0272508251417923,87.72986029845114
63,105.08334350585938,-1.916664123535156,SON,-0.004360273,-0.022701064,0.0231160179824861,79.12741275166736
64,105.08334350585938,-1.8333282470703125,SON,-0.008544761,-0.02463867,0.0260782859850109,70.87330829649991
65,105.08334350585938,-1.75,SON,0.01089221,-0.016399484,0.0196871357528299,123.59131913870992
66,105.08334350585938,-1.6666641235351562,SON,0.027452668,-1.5509448e-05,0.0274526723810488,179.96763062087678
67,105.08334350585938,-1.5833282470703125,SON,0.03143913,0.012313559,0.0337645173281565,201.3884644275292
68,105.08334350585938,-1.5,SON,0.035014596,0.010788901,0.0366390818366265,197.12541628466445
69,105.08334350585938,-1.4166641235351562,SON,0.03218667,0.0030518626,0.032331031394284,185.4164546897422
70,105.16668701171876,-2.3333282470703125,SON,0.0347426,0.0033791189,0.0349065423567035,185.5552028700991
71,105.16668701171876,-2.25,SON,0.058360968,-0.003074287,0.0584418841795453,176.9846110996338
72,105.16668701171876,-2.166664123535156,SON,0.037424896,-0.029858815,0.0478766297248985,141.41598102177355
73,105.16668701171876,-2.0833282470703125,SON,0.025205556,-0.026221046,0.036371187863517,133.86876191765742
74,105.16668701171876,-2.0,SON,0.003845473,-0.005740516,0.0069094997315279,123.81745084260982
75,105.16668701171876,-1.916664123535156,SON,-0.008719303,-0.00036546215,0.0087269586563069,2.400098903567596
76,105.16668701171876,-1.8333282470703125,SON,-0.010752054,-0.005770994,0.0122029110038118,28.223972059352636
77,105.16668701171876,-1.75,SON,-0.008943033,-0.016322004,0.0186114387894946,61.28110634774079
78,105.16668701171876,-1.6666641235351562,SON,0.0025494865,-0.010975382,0.0112676036254212,103.0773915748796
79,105.16668701171876,-1.5833282470703125,SON,0.016622778,-0.0031851348,0.0169251833706892,169.15287980553043
80,105.16668701171876,-1.5,SON,0.027003834,0.00015788499,0.027004295554034,180.33499096824184
81,105.16668701171876,-1.4166641235351562,SON,0.02652855,-0.0012731202,0.0265590813121641,177.25245095448795
82,105.25,-2.3333282470703125,SON,0.061853487,-0.008747586,0.0624689852237617,171.95036775872967
83,105.25,-2.25,SON,0.07494167,-0.021601642,0.077992851207563,163.920581285497
84,105.25,-2.166664123535156,SON,0.034962106,-0.026462853,0.0438478214379556,142.87788461650683
85,105.25,-2.0833282470703125,SON,0.032352217,-0.021659901,0.0389334978668098,146.1975793593898
86,105.25,-1.916664123535156,SON,-0.005205511,0.0012330033,0.0053495459535302,346.6742273038729
87,105.25,-1.8333282470703125,SON,-0.0048084604,0.0058796406,0.0075954897803589,309.2768275230177
88,105.25,-1.75,SON,-0.014305954,0.008846107,0.0168200454489744,328.2693667932963
89,105.25,-1.6666641235351562,SON,-0.010000859,-0.00015697455,0.0100020908687748,0.899246825325065
90,105.25,-1.5833282470703125,SON,-0.004660118,-0.010339185,0.0113408750208327,65.73777122085097
91,105.25,-1.5,SON,0.005849459,-0.00838697,0.010225333069078,124.89369344174852
92,105.25,-1.4166641235351562,SON,0.014696963,-0.0050209933,0.0155309721248225,161.13804992273248
93,105.33334350585938,-2.3333282470703125,SON,0.086935535,0.005204844,0.0870912030391161,183.42621745009004
94,105.33334350585938,-2.25,SON,0.08905617,0.0013429204,0.0890662946926032,180.86392486728667
95,105.33334350585938,-2.166664123535156,SON,0.032223392,-0.017127724,0.0364925461074702,152.00798147776732
96,105.33334350585938,-1.8333282470703125,SON,-0.007589764,0.004702402,0.008928443433505,328.2188218775848
97,105.33334350585938,-1.75,SON,-0.008296463,0.006545551,0.0105676646523236,321.72808519582634
98,105.33334350585938,-1.6666641235351562,SON,-0.00551149,0.0091349995,0.0106688676946103,301.1041661898926
99,105.33334350585938,-1.5833282470703125,SON,-0.007130752,0.0042979205,0.0083258479874319,328.9213552933552
100,105.33334350585938,-1.5,SON,-0.00792657,-0.0041257045,0.0089359918076406,27.49654968796247
101,105.33334350585938,-1.4166641235351562,SON,0.0043566516,-0.005652056,0.0071362560345687,127.62533342834718
102,105.41668701171876,-2.3333282470703125,SON,0.09127008,0.002241844,0.0912976087733229,181.40705888190607
103,105.41668701171876,-2.25,SON,0.09442127,0.0023925514,0.0944515777031519,181.4515137295902
104,105.41668701171876,-2.166664123535156,SON,0.0334257,-0.0064994493,0.0340517292026891,168.99644654045815
105,105.41668701171876,-1.5833282470703125,SON,0.0027121883,0.005644578,0.0062623658606584,244.3359745054745
106,105.41668701171876,-1.5,SON,-0.0034876275,0.00598071,0.0069233256230554,300.2484309256449
107,105.41668701171876,-1.4166641235351562,SON,-0.0032344535,0.005058512,0.0060041846322216,302.5951773674453
108,105.5,-2.3333282470703125,SON,0.09798058,-0.027417036,0.1017442279451846,164.36725774425088
109,105.5,-2.25,SON,0.08326415,-0.016339432,0.0848521992249177,168.89757800352623
110,105.5,-2.166664123535156,SON,0.040290926,-0.010047697,0.0415248712573715,165.99726764220483
111,105.5,-1.5833282470703125,SON,0.0053506945,0.0020134745,0.0057169931952452,200.6213953213644
112,105.5,-1.5,SON,0.007169451,0.011199624,0.0132978421325708,237.3746178747064
113,105.5,-1.4166641235351562,SON,-0.0008951,0.016970744,0.0169943330532132,273.0191943548368
114,105.58334350585938,-2.5833282470703125,SON,0.03827687,-0.041098125,0.0561620392748743,132.96437171225716
115,105.58334350585938,-2.5,SON,0.02037637,-0.052597266,0.0564062837372899,111.17654692771664
116,105.58334350585938,-2.416664123535156,SON,0.032555725,-0.06419059,0.0719743501174114,116.89288658397064
117,105.58334350585938,-2.3333282470703125,SON,0.099773206,-0.039070096,0.1071501984924323,158.61523239381538
118,105.58334350585938,-2.25,SON,0.062365334,-0.01359664,0.0638302710649199,167.70105404128438
119,105.58334350585938,-2.166664123535156,SON,0.044405513,-0.014792845,0.046804677629348,161.57549460627695
120,105.58334350585938,-1.5833282470703125,SON,0.0051509445,0.002745973,0.005837173713263,208.06211639018656
121,105.58334350585938,-1.5,SON,0.010377242,0.010236083,0.0145761636485548,224.60764755227908
122,105.58334350585938,-1.4166641235351562,SON,0.01373358,0.019589411,0.0239239679598372,234.96679316295925
123,105.66668701171876,-2.666664123535156,SON,0.04271528,-0.03749747,0.0568388546847955,138.7218257971167
124,105.66668701171876,-2.5833282470703125,SON,0.041258007,-0.038686607,0.0565586129849777,136.8422703370796
125,105.66668701171876,-2.5,SON,0.035121005,-0.050477333,0.0614934641974487,124.82933732477316
126,105.66668701171876,-2.416664123535156,SON,0.034895603,-0.07224197,0.0802284571596295,115.78229916723808
127,105.66668701171876,-2.3333282470703125,SON,0.068612956,-0.04538119,0.0822629329459753,146.5190123539816
128,105.66668701171876,-2.25,SON,0.04755648,-0.014938726,0.0498476110209253,162.5611411948201
129,105.66668701171876,-2.166664123535156,SON,0.044038206,-0.019443812,0.0481396449175705,156.17751370599257
130,105.66668701171876,-1.75,SON,0.005064346,0.0021713355,0.0055101994756339,203.2072065016841
131,105.66668701171876,-1.6666641235351562,SON,0.005037453,0.0028708626,0.0057980845798666,209.67897115740251
132,105.66668701171876,-1.5833282470703125,SON,0.007826137,0.0050539756,0.0093161735550688,212.8536319208229
133,105.66668701171876,-1.5,SON,0.009255888,0.008820077,0.0127853518119163,223.6188679636012
134,105.66668701171876,-1.4166641235351562,SON,0.02917982,0.015788693,0.0331774731087322,208.4170492219573
135,105.75,-2.666664123535156,SON,0.05806551,-0.04476509,0.0733179155068404,142.36989223063398
136,105.75,-2.5833282470703125,SON,0.06544209,-0.045343902,0.0796161829790508,145.28245708011184
137,105.75,-2.5,SON,0.026778655,-0.080418296,0.084759652519065,108.41734946344656
138,105.75,-2.416664123535156,SON,0.052670028,-0.071064405,0.0884549688119599,126.54432866497814
139,105.75,-2.3333282470703125,SON,0.044503305,-0.043491296,0.0622256939188518,135.65891870174886
140,105.75,-2.25,SON,0.04223926,-0.031652857,0.0527831264857439,143.15319125136006
141,105.75,-2.166664123535156,SON,0.0427381,-0.02957012,0.0519705415444595,145.32097690537483
142,105.75,-1.75,SON,0.004990582,0.0021654165,0.0054401229137948,203.4560506039748
143,105.75,-1.6666641235351562,SON,0.00981757,0.0025108627,0.0101335636477574,194.3459978113809
144,105.75,-1.5833282470703125,SON,0.0151109975,0.0054228455,0.0160545787475684,199.741411431992
145,105.75,-1.5,SON,0.015902484,0.008421463,0.0179947224605056,207.90430853733656
146,105.75,-1.4166641235351562,SON,0.042349707,0.015518792,0.0451035540520379,200.12505189979777
147,105.83334350585938,-3.5833282470703125,SON,-0.005241916,-0.015628638,0.0164842958322792,71.4583138217734
148,105.83334350585938,-3.5,SON,-0.014707263,-0.013142383,0.0197237373707382,41.7839148092896
149,105.83334350585938,-2.916664123535156,SON,0.06496353,-0.049143203,0.0814574406126298,142.89345240757052
150,105.83334350585938,-2.8333282470703125,SON,0.090711884,-0.09223042,0.1293642001181387,134.52441997408113
151,105.83334350585938,-2.75,SON,0.08108104,-0.10958885,0.1363225993436308,126.49647166779867
152,105.83334350585938,-2.666664123535156,SON,0.0767888,-0.08115381,0.1117249331302377,133.41693760644455
153,105.83334350585938,-2.5833282470703125,SON,0.07583206,-0.06652795,0.1008784885644412,138.73931668251993
154,105.83334350585938,-2.5,SON,0.020944247,-0.06756919,0.0707407726820474,107.22173275703535
155,105.83334350585938,-2.416664123535156,SON,0.020755287,-0.07466118,0.0774924108377379,105.53555948492416
